index,stream,season,reach.original,reach,carbon,cr.area,cr.afdm,nrr
112,Este,Summer,Buried Down,Buried,Glucose,9.188922716,6.535914959,1.902534206
113,Este,Summer,Buried Down,Buried,Glucose,12.06691325,5.589330141,2.498412048
114,Este,Summer,Buried Down,Buried,Glucose,11.28816157,6.060994395,2.337174245
79,Este,Summer,Buried Up,Buried,Arabinose,9.928783735,4.74887247,3.201751809
80,Este,Summer,Buried Up,Buried,Arabinose,10.9528469,2.542606641,3.531983204
81,Este,Summer,Buried Up,Buried,Arabinose,9.107535033,5.196291959,2.936922341
82,Este,Summer,Buried Up,Buried,Arabinose,9.503379606,4.376207407,3.064571015
83,Este,Summer,Buried Up,Buried,Arabinose,8.837151152,4.337710739,2.84973119
84,Este,Summer,Buried Up,Buried,Arabinose,12.07964099,6.736187328,3.895342413
85,Este,Summer,Buried Up,Buried,Arabinose,14.23241865,6.432279247,4.589552294
86,Este,Summer,Buried Up,Buried,Arabinose,8.527344388,6.210933105,2.749827275
87,Este,Summer,Buried Up,Buried,Cellobiose,11.59031623,4.393592627,3.737549024
88,Este,Summer,Buried Up,Buried,Cellobiose,9.592315168,4.367712262,3.093250217
89,Este,Summer,Buried Up,Buried,Cellobiose,27.55553678,15.43368515,8.885880899
90,Este,Summer,Buried Up,Buried,Cellobiose,35.08936817,8.006740374,11.31532834
91,Este,Summer,Buried Up,Buried,Cellobiose,8.951556445,4.467549857,2.88662366
92,Este,Summer,Buried Up,Buried,Cellobiose,9.003676231,5.270285021,2.903430816
93,Este,Summer,Buried Up,Buried,Cellobiose,8.884967728,5.751785131,2.865150683
94,Este,Summer,Buried Up,Buried,Cellobiose,13.57832664,4.637625882,4.378626128
95,Este,Summer,Buried Up,Buried,Control,2.563220174,2.337797273,
96,Este,Summer,Buried Up,Buried,Control,2.510132727,2.614660342,
97,Este,Summer,Buried Up,Buried,Control,1.910054194,2.312323699,
98,Este,Summer,Buried Up,Buried,Control,3.361971513,6.696450123,
99,Este,Summer,Buried Up,Buried,Control,2.242209323,6.159187542,
100,Este,Summer,Buried Up,Buried,Control,3.002689431,6.123263359,
101,Este,Summer,Buried Up,Buried,Control,3.139447072,5.130521933,
102,Este,Summer,Buried Up,Buried,Control,6.078653797,2.740071587,
72,Este,Summer,Buried Up,Buried,Glucose,8.945620498,4.509922518,2.884709485
73,Este,Summer,Buried Up,Buried,Glucose,10.36682138,3.39682848,3.343006555
74,Este,Summer,Buried Up,Buried,Glucose,8.842869665,6.671732159,2.851575249
75,Este,Summer,Buried Up,Buried,Glucose,3.838664283,4.285914422,1.237860612
76,Este,Summer,Buried Up,Buried,Glucose,7.528920734,5.425091507,2.427863898
77,Este,Summer,Buried Up,Buried,Glucose,9.017641718,5.215934483,2.907934291
78,Este,Summer,Buried Up,Buried,Glucose,4.569684358,5.858931712,1.473593901
43,Este,Summer,Daylight,Open,Arabinose,10.71181729,7.815032967,10.79684986
44,Este,Summer,Daylight,Open,Arabinose,7.790846139,10.6182407,7.852691449
45,Este,Summer,Daylight,Open,Arabinose,6.833992993,10.25723077,6.88824261
46,Este,Summer,Daylight,Open,Arabinose,8.317423266,6.282315084,8.383448652
47,Este,Summer,Daylight,Open,Arabinose,8.944382749,12.39977405,9.015385065
48,Este,Summer,Daylight,Open,Arabinose,13.72682568,11.230065,13.835792
49,Este,Summer,Daylight,Open,Arabinose,10.33965833,6.750801254,10.42173662
50,Este,Summer,Daylight,Open,Arabinose,9.184591968,11.54274789,9.257501114
51,Este,Summer,Daylight,Open,Cellobiose,8.596564425,11.29775532,8.66480569
52,Este,Summer,Daylight,Open,Cellobiose,11.48111412,9.022889261,11.57225352
53,Este,Summer,Daylight,Open,Cellobiose,7.051280041,10.94637523,7.107254526
54,Este,Summer,Daylight,Open,Cellobiose,5.595212522,8.229794366,5.639628449
55,Este,Summer,Daylight,Open,Cellobiose,11.18481128,10.87907441,11.27359857
56,Este,Summer,Daylight,Open,Cellobiose,7.788879208,8.420047678,7.850708904
57,Este,Summer,Daylight,Open,Cellobiose,9.321611693,9.130413372,9.395608529
58,Este,Summer,Daylight,Open,Cellobiose,9.811927373,9.447441614,9.889816434
59,Este,Summer,Daylight,Open,Control,0,0,
60,Este,Summer,Daylight,Open,Control,0,0,
61,Este,Summer,Daylight,Open,Control,1.09740192,5.320193023,
62,Este,Summer,Daylight,Open,Control,0.068535296,7.55414536,
63,Este,Summer,Daylight,Open,Control,1.016024186,7.520375593,
64,Este,Summer,Daylight,Open,Control,0.935560809,13.90560674,
65,Este,Summer,Daylight,Open,Control,1.568871636,9.882354771,
66,Este,Summer,Daylight,Open,Control,3.250600687,4.220286445,
35,Este,Summer,Daylight,Open,Glucose,7.587052622,12.01332363,7.647280178
36,Este,Summer,Daylight,Open,Glucose,7.439440765,5.861807084,7.498496548
37,Este,Summer,Daylight,Open,Glucose,14.15102183,10.35465861,14.2633555
38,Este,Summer,Daylight,Open,Glucose,10.83013673,8.916878184,10.91610855
39,Este,Summer,Daylight,Open,Glucose,13.45831419,11.24297322,13.56514901
40,Este,Summer,Daylight,Open,Glucose,9.910501255,8.392215441,9.989172815
41,Este,Summer,Daylight,Open,Glucose,14.81505268,8.009912626,14.93265757
42,Este,Summer,Daylight,Open,Glucose,14.28076838,4.806586047,14.394132
