index,stream,season,reach.original,reach,carbon,cr.area,cr.afdm,nrr
637,Amberly,Spring,Buried Up,Buried,Control,7.693950591,4.819836688,
638,Amberly,Spring,Buried Up,Buried,Control,5.213220372,7.791940899,
639,Amberly,Spring,Buried Up,Buried,Glucose,8.800371073,10.67978832,1.694597377
640,Amberly,Spring,Buried Up,Buried,Glucose,10.17370939,8.40492766,1.95904708
641,Amberly,Spring,Buried Up,Buried,Glucose,12.5592124,14.34049093,2.418398977
642,Amberly,Spring,Buried Up,Buried,Glucose,9.737802924,10.21947836,1.875109034
643,Amberly,Spring,Buried Up,Buried,Glucose,13.00679054,6.916991671,2.504584517
644,Amberly,Spring,Buried Up,Buried,Glucose,5.775860043,3.252434087,1.112198247
645,Amberly,Spring,Buried Up,Buried,Glucose,4.139838446,3.498887728,0.797166314
706,Amberly,Spring,Daylight,Open,Arabinose,5.451904253,,1.999868717
707,Amberly,Spring,Daylight,Open,Arabinose,2.744459844,4.64231509,1.006723363
708,Amberly,Spring,Daylight,Open,Arabinose,4.930398998,9.122680976,1.808570044
709,Amberly,Spring,Daylight,Open,Arabinose,4.017455119,5.384787351,1.47368377
710,Amberly,Spring,Daylight,Open,Arabinose,5.386870937,7.474465505,1.976013181
711,Amberly,Spring,Daylight,Open,Arabinose,1.685338771,2.985675728,0.618216339
712,Amberly,Spring,Daylight,Open,Cellobiose,3.394993383,7.33392,1.245352219
713,Amberly,Spring,Daylight,Open,Cellobiose,2.855937411,18.51633267,1.047615589
714,Amberly,Spring,Daylight,Open,Cellobiose,4.224529454,14.92656716,1.549642823
715,Amberly,Spring,Daylight,Open,Cellobiose,4.498373575,6.723690937,1.650094384
716,Amberly,Spring,Daylight,Open,Cellobiose,3.009455507,39.01789951,1.103929131
717,Amberly,Spring,Daylight,Open,Cellobiose,2.924218925,7.109185194,1.072662629
694,Amberly,Spring,Daylight,Open,Control,3.419770986,2.144706483,
695,Amberly,Spring,Daylight,Open,Control,3.877600735,10.04888077,
696,Amberly,Spring,Daylight,Open,Control,2.568835035,4.759996154,
697,Amberly,Spring,Daylight,Open,Control,2.55650665,7.652434008,
698,Amberly,Spring,Daylight,Open,Control,1.815126216,2.946664286,
699,Amberly,Spring,Daylight,Open,Control,2.118946825,3.7503,
700,Amberly,Spring,Daylight,Open,Glucose,2.416896505,1.741953623,0.886566507
701,Amberly,Spring,Daylight,Open,Glucose,3.018723244,7.338327404,1.107328724
702,Amberly,Spring,Daylight,Open,Glucose,3.111427481,4.654218462,1.141334513
703,Amberly,Spring,Daylight,Open,Glucose,2.935374718,1.282918537,1.076754799
704,Amberly,Spring,Daylight,Open,Glucose,4.727218092,0.414659006,1.73403918
705,Amberly,Spring,Daylight,Open,Glucose,7.817016362,7.40395168,2.86743966
617,Eastgate,Spring,Buried Down,Buried,Arabinose,14.73820129,10.03943177,1.777238303
618,Eastgate,Spring,Buried Down,Buried,Arabinose,16.73803502,20.96228204,2.018392636
619,Eastgate,Spring,Buried Down,Buried,Arabinose,15.35982814,10.84297263,1.852198538
620,Eastgate,Spring,Buried Down,Buried,Arabinose,12.45214208,,1.501568843
621,Eastgate,Spring,Buried Down,Buried,Arabinose,16.85485345,20.44883405,2.032479442
622,Eastgate,Spring,Buried Down,Buried,Arabinose,24.73832353,24.00500667,2.983124958
623,Eastgate,Spring,Buried Down,Buried,Cellobiose,16.0734916,12.00096,1.938257211
624,Eastgate,Spring,Buried Down,Buried,Cellobiose,13.77202492,14.45310811,1.660729807
625,Eastgate,Spring,Buried Down,Buried,Cellobiose,15.88522531,,1.915554707
626,Eastgate,Spring,Buried Down,Buried,Cellobiose,27.30322342,12.04210253,3.292419033
627,Eastgate,Spring,Buried Down,Buried,Cellobiose,19.20835633,15.21768047,2.316281745
628,Eastgate,Spring,Buried Down,Buried,Cellobiose,18.73764323,31.62630985,2.259519774
605,Eastgate,Spring,Buried Down,Buried,Control,7.924884768,27.99331071,
606,Eastgate,Spring,Buried Down,Buried,Control,9.185285863,71.36468308,
607,Eastgate,Spring,Buried Down,Buried,Control,7.413153022,18.00461822,
608,Eastgate,Spring,Buried Down,Buried,Control,10.36537739,4.970429876,
609,Eastgate,Spring,Buried Down,Buried,Control,9.162451567,14.23750255,
610,Eastgate,Spring,Buried Down,Buried,Control,5.705375605,13.04829547,
611,Eastgate,Spring,Buried Down,Buried,Glucose,13.63009677,17.07286862,1.64361509
612,Eastgate,Spring,Buried Down,Buried,Glucose,18.99415072,13.40647784,2.290451292
613,Eastgate,Spring,Buried Down,Buried,Glucose,20.35853883,7.455541822,2.454979022
614,Eastgate,Spring,Buried Down,Buried,Glucose,15.61492568,35.66235004,1.882960034
615,Eastgate,Spring,Buried Down,Buried,Glucose,18.0326742,12.72829091,2.174509538
616,Eastgate,Spring,Buried Down,Buried,Glucose,19.72812067,25.52768308,2.378958667
590,Eastgate,Spring,Buried Up,Buried,Arabinose,17.04748107,12.03270857,2.605918087
591,Eastgate,Spring,Buried Up,Buried,Arabinose,18.2873786,22.1843918,2.795451742
592,Eastgate,Spring,Buried Up,Buried,Arabinose,16.76395723,10.01230344,2.562577966
593,Eastgate,Spring,Buried Up,Buried,Arabinose,25.35263703,17.89083207,3.875463777
594,Eastgate,Spring,Buried Up,Buried,Arabinose,23.91681726,11.18425826,3.655980987
595,Eastgate,Spring,Buried Up,Buried,Arabinose,20.08191932,12.17999016,3.06976946
596,Eastgate,Spring,Buried Up,Buried,Cellobiose,17.90224703,11.0311022,2.736579623
597,Eastgate,Spring,Buried Up,Buried,Cellobiose,29.45766189,9.219752801,4.502967541
598,Eastgate,Spring,Buried Up,Buried,Cellobiose,19.74405563,29.47738534,3.018122822
599,Eastgate,Spring,Buried Up,Buried,Cellobiose,23.05627288,9.94343107,3.524436148
600,Eastgate,Spring,Buried Up,Buried,Cellobiose,20.13458489,12.81250033,3.077820043
601,Eastgate,Spring,Buried Up,Buried,Cellobiose,26.15506646,9.487157443,3.998125029
578,Eastgate,Spring,Buried Up,Buried,Control,5.28275222,10.26943851,
579,Eastgate,Spring,Buried Up,Buried,Control,4.263817789,3.317188431,
580,Eastgate,Spring,Buried Up,Buried,Control,6.476160617,5.355038298,
581,Eastgate,Spring,Buried Up,Buried,Control,7.238304827,7.03135064,
582,Eastgate,Spring,Buried Up,Buried,Control,7.452971856,5.463811099,
583,Eastgate,Spring,Buried Up,Buried,Control,8.536991003,5.264068014,
584,Eastgate,Spring,Buried Up,Buried,Glucose,28.93968035,5.42586648,4.423787663
585,Eastgate,Spring,Buried Up,Buried,Glucose,23.47320316,6.283334615,3.588169091
586,Eastgate,Spring,Buried Up,Buried,Glucose,21.23392033,6.150828428,3.245867048
587,Eastgate,Spring,Buried Up,Buried,Glucose,22.83212493,3.632020588,3.490172365
588,Eastgate,Spring,Buried Up,Buried,Glucose,19.26814791,9.467712385,2.945374448
589,Eastgate,Spring,Buried Up,Buried,Glucose,19.79580636,9.040231501,3.02603356
563,Eastgate,Spring,Daylight,Open,Arabinose,11.32434753,11.57987368,1.598696934
564,Eastgate,Spring,Daylight,Open,Arabinose,11.42112771,9.861994812,1.612359723
565,Eastgate,Spring,Daylight,Open,Arabinose,11.4776264,15.92791506,1.620335837
566,Eastgate,Spring,Daylight,Open,Arabinose,10.85486757,12.05205207,1.532418839
567,Eastgate,Spring,Daylight,Open,Arabinose,12.41930498,16.63840847,1.753275827
568,Eastgate,Spring,Daylight,Open,Arabinose,13.39763265,8.821489214,1.891389697
569,Eastgate,Spring,Daylight,Open,Cellobiose,11.73516739,13.0277963,1.656693781
570,Eastgate,Spring,Daylight,Open,Cellobiose,9.737964867,16.45616589,1.374741859
571,Eastgate,Spring,Daylight,Open,Cellobiose,13.16899769,18.94807474,1.859112516
572,Eastgate,Spring,Daylight,Open,Cellobiose,11.85663848,17.06241911,1.67384227
573,Eastgate,Spring,Daylight,Open,Cellobiose,12.51380182,19.44719323,1.76661627
574,Eastgate,Spring,Daylight,Open,Cellobiose,10.99520854,8.061628706,1.552231255
551,Eastgate,Spring,Daylight,Open,Control,5.110030963,14.21086322,
552,Eastgate,Spring,Daylight,Open,Control,6.79914952,9.795595819,
553,Eastgate,Spring,Daylight,Open,Control,9.345095603,6.726861745,
554,Eastgate,Spring,Daylight,Open,Control,6.673866745,16.226298,
555,Eastgate,Spring,Daylight,Open,Control,6.830779251,9.841042812,
556,Eastgate,Spring,Daylight,Open,Control,7.741994606,30.10585655,
557,Eastgate,Spring,Daylight,Open,Glucose,14.91679015,7.829773807,2.105854364
558,Eastgate,Spring,Daylight,Open,Glucose,7.757196859,10.05494446,1.095110054
559,Eastgate,Spring,Daylight,Open,Glucose,15.07821995,12.20137286,2.128643962
560,Eastgate,Spring,Daylight,Open,Glucose,14.03437609,13.62925481,1.981280949
561,Eastgate,Spring,Daylight,Open,Glucose,15.95235706,12.90787217,2.252048893
562,Eastgate,Spring,Daylight,Open,Glucose,14.63831048,14.96315003,2.066540436
766,Este,Spring,Buried Down,Buried,Arabinose,13.80698064,22.3629,2.457208566
767,Este,Spring,Buried Down,Buried,Arabinose,13.38642607,11.07221858,2.382363071
768,Este,Spring,Buried Down,Buried,Arabinose,15.0818088,27.9126806,2.684087908
769,Este,Spring,Buried Down,Buried,Arabinose,13.43120131,26.10656597,2.390331657
770,Este,Spring,Buried Down,Buried,Arabinose,12.12522616,5.238514286,2.15790913
771,Este,Spring,Buried Down,Buried,Arabinose,21.26039268,16.85435031,3.78368163
772,Este,Spring,Buried Down,Buried,Arabinose,20.74905729,14.14080729,3.692680003
773,Este,Spring,Buried Down,Buried,Cellobiose,13.39547112,16.27328668,2.383972805
774,Este,Spring,Buried Down,Buried,Cellobiose,16.26506608,17.0829868,2.89467051
775,Este,Spring,Buried Down,Buried,Cellobiose,17.19640472,18.0595027,3.060419514
776,Este,Spring,Buried Down,Buried,Cellobiose,16.27569934,22.58867954,2.896562897
777,Este,Spring,Buried Down,Buried,Cellobiose,18.97338704,13.16320104,3.376666512
778,Este,Spring,Buried Down,Buried,Cellobiose,21.90058051,9.891850214,3.897614941
779,Este,Spring,Buried Down,Buried,Cellobiose,16.33039623,5.566710361,2.906297223
752,Este,Spring,Buried Down,Buried,Control,1.761048251,2.668852544,
753,Este,Spring,Buried Down,Buried,Control,6.005411031,4.979773079,
754,Este,Spring,Buried Down,Buried,Control,6.390323723,19.1524571,
755,Este,Spring,Buried Down,Buried,Control,5.230483088,8.159446673,
756,Este,Spring,Buried Down,Buried,Control,6.570496192,31.99646195,
757,Este,Spring,Buried Down,Buried,Control,7.007017435,9.410567109,
758,Este,Spring,Buried Down,Buried,Control,6.368008639,7.753632289,
759,Este,Spring,Buried Down,Buried,Glucose,14.55579103,14.50665495,2.590473278
760,Este,Spring,Buried Down,Buried,Glucose,15.25465574,21.17399477,2.714849229
761,Este,Spring,Buried Down,Buried,Glucose,16.18020845,9.526946633,2.87956852
762,Este,Spring,Buried Down,Buried,Glucose,17.1552289,31.74305679,3.053091512
763,Este,Spring,Buried Down,Buried,Glucose,17.66184788,29.83732044,3.143253766
764,Este,Spring,Buried Down,Buried,Glucose,18.03143908,9.467521402,3.209029383
765,Este,Spring,Buried Down,Buried,Glucose,14.66249876,18.99664156,2.6094639
735,Este,Spring,Buried Up,Buried,Arabinose,14.88685483,17.01989492,2.282029394
736,Este,Spring,Buried Up,Buried,Arabinose,22.1444353,12.83929474,3.39455532
737,Este,Spring,Buried Up,Buried,Arabinose,19.1680747,13.54119016,2.938304321
738,Este,Spring,Buried Up,Buried,Arabinose,21.69809406,18.7314896,3.326134969
739,Este,Spring,Buried Up,Buried,Arabinose,23.76380465,15.6450143,3.642790995
740,Este,Spring,Buried Up,Buried,Arabinose,22.98939059,15.94665378,3.524079845
741,Este,Spring,Buried Up,Buried,Arabinose,23.37549406,15.13319025,3.583266253
742,Este,Spring,Buried Up,Buried,Cellobiose,20.98504401,11.98903536,3.216830405
743,Este,Spring,Buried Up,Buried,Cellobiose,19.52042083,14.3100878,2.992316014
744,Este,Spring,Buried Up,Buried,Cellobiose,21.68568978,46.80198947,3.324233496
745,Este,Spring,Buried Up,Buried,Cellobiose,26.51584305,29.42344568,4.064655289
746,Este,Spring,Buried Up,Buried,Cellobiose,21.54490692,26.99916674,3.302652671
747,Este,Spring,Buried Up,Buried,Cellobiose,22.54004247,10.42357434,3.455198564
748,Este,Spring,Buried Up,Buried,Cellobiose,16.15980968,19.03213469,2.477162644
721,Este,Spring,Buried Up,Buried,Control,5.548088748,12.02116364,
722,Este,Spring,Buried Up,Buried,Control,6.187148583,15.07332115,
723,Este,Spring,Buried Up,Buried,Control,6.803984877,33.13789672,
724,Este,Spring,Buried Up,Buried,Control,8.176151498,,
725,Este,Spring,Buried Up,Buried,Control,5.233494643,,
726,Este,Spring,Buried Up,Buried,Control,5.943495395,38.62011064,
727,Este,Spring,Buried Up,Buried,Control,7.772246939,9.171718135,
728,Este,Spring,Buried Up,Buried,Glucose,17.45576628,13.30072179,2.675821871
729,Este,Spring,Buried Up,Buried,Glucose,19.93539532,8.328317231,3.055928107
730,Este,Spring,Buried Up,Buried,Glucose,19.92570768,24.19242726,3.054443073
731,Este,Spring,Buried Up,Buried,Glucose,20.18020832,49.00193571,3.093455876
732,Este,Spring,Buried Up,Buried,Glucose,22.15493998,15.36857633,3.396165598
733,Este,Spring,Buried Up,Buried,Glucose,23.74642173,21.96146374,3.64012634
734,Este,Spring,Buried Up,Buried,Glucose,19.94341415,16.48605513,3.057157326
797,Este,Spring,Daylight,Open,Arabinose,13.331853,12.32513387,2.278270379
798,Este,Spring,Daylight,Open,Arabinose,6.056048993,4.129689892,1.034913679
799,Este,Spring,Daylight,Open,Arabinose,14.09262622,26.05569813,2.408278346
800,Este,Spring,Daylight,Open,Arabinose,14.61165655,16.20872383,2.496975049
801,Este,Spring,Daylight,Open,Arabinose,15.33278247,24.80338598,2.620207718
802,Este,Spring,Daylight,Open,Arabinose,16.17530888,14.95159286,2.764186426
803,Este,Spring,Daylight,Open,Arabinose,15.70868834,14.52058223,2.684445991
804,Este,Spring,Daylight,Open,Cellobiose,18.4202056,7.606991489,3.147815146
805,Este,Spring,Daylight,Open,Cellobiose,13.34216374,13.28347758,2.280032374
806,Este,Spring,Daylight,Open,Cellobiose,15.0808001,11.48050314,2.57714664
807,Este,Spring,Daylight,Open,Cellobiose,16.05496334,13.85106933,2.743620666
808,Este,Spring,Daylight,Open,Cellobiose,19.89006555,15.4416022,3.398998413
809,Este,Spring,Daylight,Open,Cellobiose,18.03700844,8.752389324,3.08233087
810,Este,Spring,Daylight,Open,Cellobiose,13.37832757,15.74116951,2.286212384
783,Este,Spring,Daylight,Open,Control,6.190151061,9.623791424,
784,Este,Spring,Daylight,Open,Control,6.090814077,12.46005411,
785,Este,Spring,Daylight,Open,Control,6.237623139,17.31688964,
786,Este,Spring,Daylight,Open,Control,5.699399588,10.07073566,
787,Este,Spring,Daylight,Open,Control,4.973906212,5.91470399,
788,Este,Spring,Daylight,Open,Control,6.529255601,3.338819415,
789,Este,Spring,Daylight,Open,Control,5.241052113,5.36249184,
790,Este,Spring,Daylight,Open,Glucose,6.760966825,10.105364,1.155376559
791,Este,Spring,Daylight,Open,Glucose,16.01605991,18.84208696,2.736972489
792,Este,Spring,Daylight,Open,Glucose,12.31737424,5.497691154,2.104906863
793,Este,Spring,Daylight,Open,Glucose,13.94963313,16.92569605,2.383842363
794,Este,Spring,Daylight,Open,Glucose,18.02164523,12.49277024,3.079705463
795,Este,Spring,Daylight,Open,Glucose,20.40516692,12.00096,3.487023699
796,Este,Spring,Daylight,Open,Glucose,18.69224964,12.73001915,3.194304548
195,Amberly,Summer,Buried Down,Buried,Arabinose,3.161919425,16.85553042,2.287155391
196,Amberly,Summer,Buried Down,Buried,Arabinose,3.205776086,18.71934468,2.318878843
197,Amberly,Summer,Buried Down,Buried,Arabinose,1.013577136,20.81704985,0.733164923
198,Amberly,Summer,Buried Down,Buried,Arabinose,3.329766051,9.486255624,2.408566239
199,Amberly,Summer,Buried Down,Buried,Arabinose,2.820620292,6.428783212,2.040278717
200,Amberly,Summer,Buried Down,Buried,Arabinose,5.126552411,10.24246823,3.708260841
201,Amberly,Summer,Buried Down,Buried,Arabinose,4.999582604,16.35607302,3.616417995
202,Amberly,Summer,Buried Down,Buried,Arabinose,3.513449206,7.82135454,2.541432343
203,Amberly,Summer,Buried Down,Buried,Cellobiose,6.335070308,22.7175174,4.58243499
204,Amberly,Summer,Buried Down,Buried,Cellobiose,2.439808598,20.372,1.76482087
205,Amberly,Summer,Buried Down,Buried,Cellobiose,5.548531077,10.14896,4.01349657
206,Amberly,Summer,Buried Down,Buried,Cellobiose,3.760115443,15.71554286,2.719856881
207,Amberly,Summer,Buried Down,Buried,Cellobiose,12.01328658,10.72850894,8.689738568
208,Amberly,Summer,Buried Down,Buried,Cellobiose,5.53377089,12.05355734,4.002819878
209,Amberly,Summer,Buried Down,Buried,Cellobiose,7.757441495,17.74161529,5.611298631
210,Amberly,Summer,Buried Down,Buried,Cellobiose,5.839201571,14.30721066,4.223751323
179,Amberly,Summer,Buried Down,Buried,Control,1.506318924,17.04338017,
180,Amberly,Summer,Buried Down,Buried,Control,0.967821594,38.40665304,
181,Amberly,Summer,Buried Down,Buried,Control,0.551010259,11.48529375,
182,Amberly,Summer,Buried Down,Buried,Control,1.771471456,30.0024,
183,Amberly,Summer,Buried Down,Buried,Control,2.786633388,18.85594419,
184,Amberly,Summer,Buried Down,Buried,Control,1.404722679,17.86225361,
185,Amberly,Summer,Buried Down,Buried,Control,1.560735404,11.67394155,
186,Amberly,Summer,Buried Down,Buried,Control,0.511031294,35.87506956,
187,Amberly,Summer,Buried Down,Buried,Glucose,4.005627046,12.0843,2.897446223
188,Amberly,Summer,Buried Down,Buried,Glucose,4.607130474,15.1864,3.332540108
189,Amberly,Summer,Buried Down,Buried,Glucose,2.009129162,51.54064685,1.45329149
190,Amberly,Summer,Buried Down,Buried,Glucose,2.074598094,23.98336421,1.500648049
191,Amberly,Summer,Buried Down,Buried,Glucose,0.877636498,37.90683704,0.63483308
192,Amberly,Summer,Buried Down,Buried,Glucose,3.376342042,19.06761156,2.442256701
193,Amberly,Summer,Buried Down,Buried,Glucose,1.32955057,28.28797714,0.961722405
194,Amberly,Summer,Buried Down,Buried,Glucose,0,0,0
159,Amberly,Summer,Buried Up,Buried,Arabinose,7.008238522,7.656054597,2.029412272
160,Amberly,Summer,Buried Up,Buried,Arabinose,7.652592517,10.8342,2.216001227
161,Amberly,Summer,Buried Up,Buried,Arabinose,7.319278211,17.83745927,2.119481661
162,Amberly,Summer,Buried Up,Buried,Arabinose,9.476047791,20.27575433,2.744028705
163,Amberly,Summer,Buried Up,Buried,Arabinose,15.22175371,30.81395317,4.40784281
164,Amberly,Summer,Buried Up,Buried,Arabinose,7.167610695,,2.075562506
165,Amberly,Summer,Buried Up,Buried,Arabinose,11.58116178,7.766825,3.35361757
166,Amberly,Summer,Buried Up,Buried,Arabinose,7.826905755,28.43924975,2.266478023
167,Amberly,Summer,Buried Up,Buried,Cellobiose,13.87345687,42.23776088,4.017409446
168,Amberly,Summer,Buried Up,Buried,Cellobiose,11.98505184,23.02791627,3.470574126
169,Amberly,Summer,Buried Up,Buried,Cellobiose,9.332714441,16.93389936,2.702522918
170,Amberly,Summer,Buried Up,Buried,Cellobiose,3.762928953,9.050169821,1.089651012
171,Amberly,Summer,Buried Up,Buried,Cellobiose,7.097005381,21.673853,2.055116956
172,Amberly,Summer,Buried Up,Buried,Cellobiose,12.81051713,15.0401202,3.709608426
173,Amberly,Summer,Buried Up,Buried,Cellobiose,13.37189125,29.10765838,3.872168465
174,Amberly,Summer,Buried Up,Buried,Cellobiose,11.43107825,20.77634552,3.310157096
144,Amberly,Summer,Buried Up,Buried,Control,1.796285107,17.82218399,
145,Amberly,Summer,Buried Up,Buried,Control,4.8270428,19.32043096,
146,Amberly,Summer,Buried Up,Buried,Control,3.238215535,19.09062287,
147,Amberly,Summer,Buried Up,Buried,Control,2.966716267,32.76857872,
148,Amberly,Summer,Buried Up,Buried,Control,3.262460827,13.32132857,
149,Amberly,Summer,Buried Up,Buried,Control,4.480966824,88.41556074,
150,Amberly,Summer,Buried Up,Buried,Control,3.601651062,9.398510924,
151,Amberly,Summer,Buried Up,Buried,Glucose,5.53612238,8.968108696,1.603123904
152,Amberly,Summer,Buried Up,Buried,Glucose,5.934713711,1.454113653,1.71854608
153,Amberly,Summer,Buried Up,Buried,Glucose,13.39860094,4.664133319,3.879902929
154,Amberly,Summer,Buried Up,Buried,Glucose,8.818705917,3.837822986,2.553678782
155,Amberly,Summer,Buried Up,Buried,Glucose,11.26606173,6.778995431,3.262372401
156,Amberly,Summer,Buried Up,Buried,Glucose,11.03426399,20.96193239,3.195249517
157,Amberly,Summer,Buried Up,Buried,Glucose,2.299772414,2.101900476,0.665957122
158,Amberly,Summer,Buried Up,Buried,Glucose,15.79997513,2.633823285,4.57528141
231,Amberly,Summer,Daylight,Open,Arabinose,3.363649557,8.341229494,6.199043152
232,Amberly,Summer,Daylight,Open,Arabinose,0.616818412,1.619232446,1.136766446
233,Amberly,Summer,Daylight,Open,Arabinose,1.807613316,44.99846084,3.331343756
234,Amberly,Summer,Daylight,Open,Arabinose,6.876093925,255.8099368,12.67230793
235,Amberly,Summer,Daylight,Open,Arabinose,5.788860855,11.17716413,10.66859006
236,Amberly,Summer,Daylight,Open,Arabinose,0.322872367,8.043406579,0.595038127
237,Amberly,Summer,Daylight,Open,Arabinose,4.342220354,6.888646286,8.002501716
238,Amberly,Summer,Daylight,Open,Arabinose,4.205223122,6.800066635,7.750022454
239,Amberly,Summer,Daylight,Open,Cellobiose,0,0,0
240,Amberly,Summer,Daylight,Open,Cellobiose,0,0,0
241,Amberly,Summer,Daylight,Open,Cellobiose,1.124271778,4.729166123,2.071978411
242,Amberly,Summer,Daylight,Open,Cellobiose,1.711412262,8.190977002,3.154049874
243,Amberly,Summer,Daylight,Open,Cellobiose,1.813111303,11.25723283,3.341476279
244,Amberly,Summer,Daylight,Open,Cellobiose,1.232167377,5.521979637,2.270824773
245,Amberly,Summer,Daylight,Open,Cellobiose,3.19840264,2.145026788,5.89450109
246,Amberly,Summer,Daylight,Open,Cellobiose,2.175204967,14.31521162,4.008797357
215,Amberly,Summer,Daylight,Open,Control,0.006533112,8.452299833,
216,Amberly,Summer,Daylight,Open,Control,0.426443976,32.67588119,
217,Amberly,Summer,Daylight,Open,Control,0.997943131,35.44728,
218,Amberly,Summer,Daylight,Open,Control,0.920219908, ,
219,Amberly,Summer,Daylight,Open,Control,0.985896214,20.22220588,
220,Amberly,Summer,Daylight,Open,Control,1.003826562,12.33941246,
221,Amberly,Summer,Daylight,Open,Control,0,,
222,Amberly,Summer,Daylight,Open,Control,0,,
223,Amberly,Summer,Daylight,Open,Glucose,2.759566298,6.767693139,5.085746977
224,Amberly,Summer,Daylight,Open,Glucose,3.154341345,9.180881471,5.81329826
225,Amberly,Summer,Daylight,Open,Glucose,0.777391874,2.696294118,1.432695557
226,Amberly,Summer,Daylight,Open,Glucose,0,0,0
227,Amberly,Summer,Daylight,Open,Glucose,3.080935701,6.073125036,5.678015215
228,Amberly,Summer,Daylight,Open,Glucose,12.83921683,11.79298385,23.66205451
229,Amberly,Summer,Daylight,Open,Glucose,7.825442912,20.31295072,14.42191211
230,Amberly,Summer,Daylight,Open,Glucose,4.59357395,11.7519441,8.465734215
5,Eastgate,Summer,Buried Down,Buried,Arabinose,12.42688926,3.618710526,2.211667049
6,Eastgate,Summer,Buried Down,Buried,Arabinose,14.31674504,4.291514771,2.54801283
7,Eastgate,Summer,Buried Down,Buried,Arabinose,11.59823125,3.294253432,2.064187212
8,Eastgate,Summer,Buried Down,Buried,Cellobiose,11.48166958,4.757228809,2.043442229
9,Eastgate,Summer,Buried Down,Buried,Cellobiose,11.92940522,3.041814645,2.12312767
10,Eastgate,Summer,Buried Down,Buried,Cellobiose,11.80395272,3.489477933,2.100800349
11,Eastgate,Summer,Buried Down,Buried,Cellobiose,12.48849629,2.795114021,2.222631519
12,Eastgate,Summer,Buried Down,Buried,Cellobiose,12.87462489,4.928623923,2.29135249
13,Eastgate,Summer,Buried Down,Buried,Control,5.637319926,3.220344476,
14,Eastgate,Summer,Buried Down,Buried,Control,6.009345161,2.820738462,
15,Eastgate,Summer,Buried Down,Buried,Control,5.366375966,2.133444365,
16,Eastgate,Summer,Buried Down,Buried,Control,5.462112719,2.531119931,
1,Eastgate,Summer,Buried Down,Buried,Glucose,15.96325673,2.461121383,2.841049613
2,Eastgate,Summer,Buried Down,Buried,Glucose,18.05881706,5.821044879,3.214005518
3,Eastgate,Summer,Buried Down,Buried,Glucose,12.19847919,4.711839368,2.171015926
4,Eastgate,Summer,Buried Down,Buried,Glucose,9.966078675,3.555345964,1.773705982
25,Eastgate,Summer,Buried Up,Buried,Arabinose,11.55458448,3.308627818,1.962066825
26,Eastgate,Summer,Buried Up,Buried,Arabinose,9.791697727,3.292317028,1.662713645
27,Eastgate,Summer,Buried Up,Buried,Cellobiose,10.0858622,3.256504718,1.712665277
28,Eastgate,Summer,Buried Up,Buried,Control,5.888986211,2.015988005,
22,Eastgate,Summer,Buried Up,Buried,Glucose,8.834330189,2.793294162,1.500144485
23,Eastgate,Summer,Buried Up,Buried,Glucose,12.6426862,1.91218705,2.146835761
24,Eastgate,Summer,Buried Up,Buried,Glucose,11.2083703,3.491073837,1.903276709
115,Este,Summer,Buried Down,Buried,Arabinose,11.73662826,4.690730558,2.430027699
116,Este,Summer,Buried Down,Buried,Arabinose,11.34827543,6.76322963,2.349620608
117,Este,Summer,Buried Down,Buried,Arabinose,11.43892216,6.723636844,2.368388697
118,Este,Summer,Buried Down,Buried,Arabinose,10.42234301,6.167472834,2.157909551
119,Este,Summer,Buried Down,Buried,Arabinose,11.29704207,4.264328224,2.339012922
120,Este,Summer,Buried Down,Buried,Arabinose,9.134212701,5.565391548,1.89120669
121,Este,Summer,Buried Down,Buried,Arabinose,9.79790685,3.809963864,2.028622234
122,Este,Summer,Buried Down,Buried,Arabinose,11.7786745,4.704323684,2.438733225
123,Este,Summer,Buried Down,Buried,Cellobiose,10.73747426,5.088598994,2.223156371
124,Este,Summer,Buried Down,Buried,Cellobiose,10.69664671,6.076067442,2.214703169
125,Este,Summer,Buried Down,Buried,Cellobiose,11.09157846,5.661716787,2.296472402
126,Este,Summer,Buried Down,Buried,Cellobiose,10.01706636,4.204895102,2.073998442
127,Este,Summer,Buried Down,Buried,Cellobiose,11.40556147,6.04443956,2.361481482
128,Este,Summer,Buried Down,Buried,Cellobiose,7.173885702,9.187548132,1.485327863
129,Este,Summer,Buried Down,Buried,Cellobiose,12.58627956,4.766797696,2.605945019
130,Este,Summer,Buried Down,Buried,Cellobiose,11.23705881,5.907684506,2.326593598
131,Este,Summer,Buried Down,Buried,Control,5.117795818,5.886758528,
132,Este,Summer,Buried Down,Buried,Control,6.988869543,3.474306039,
133,Este,Summer,Buried Down,Buried,Control,4.288513878,7.609433989,
134,Este,Summer,Buried Down,Buried,Control,4.536291225,4.050744202,
135,Este,Summer,Buried Down,Buried,Control,4.980078798,4.851108717,
136,Este,Summer,Buried Down,Buried,Control,3.56992418,3.000757149,
137,Este,Summer,Buried Down,Buried,Control,5.344839552,2.943173437,
138,Este,Summer,Buried Down,Buried,Control,3.812351942,2.838522452,
108,Este,Summer,Buried Down,Buried,Glucose,8.160823771,7.069417967,1.689669927
109,Este,Summer,Buried Down,Buried,Glucose,11.9689986,5.199112964,2.478139164
110,Este,Summer,Buried Down,Buried,Glucose,10.43583043,4.974985306,2.160702072
111,Este,Summer,Buried Down,Buried,Glucose,7.974368245,6.514555856,1.651064965
