"season"	"reach"	"CBOM"	"FBOM"	"PERI"	"CBOM.SE"	"FBOM.SE"	"PERI.SE"	"chl"	"chl.se"	"shape"
"Autumn"	"BUR"	20.282506203871	7.26026892514706	4.809031389325	6.157232204436	1.0929787660726	0.643042989368755	0.513730306589744	0.082442411032812	22
"Autumn"	"DAY"	45.7901923093333	7.95896623571667	8.17127942128814	7.37630691506353	1.34083146105768	1.05115877443837	36.3319652001897	6.34653719097478	21
"Spring"	"BUR"	6.02729528529032	3.51417486035484	6.68623454529032	3.82979279450626	0.836440749341199	2.75269749435409	22.5608701029655	21.903260800715	22
"Spring"	"DAY"	19.0867340275424	11.0730709969492	28.6306503964237	6.5375987076463	1.4634065260296	4.26010770429996	191.274345890211	29.7960945310932	21
"Summer"	"BUR"	1.65042213878049	8.57928205573171	6.32524974116949	0.760006636509913	2.27130152151457	0.858791957653603	0.412091018728814	0.0837550379060432	22
"Summer"	"DAY"	21.4052718831034	22.8409797529833	8.44437323544231	4.96873505263661	2.53508330408237	0.940374040742052	18.6661437935667	2.73265108814246	21
"WINTER"	"BUR"	5.5377747255	5.67838821782143	4.2551351157931	2.51226022122279	1.37597450821339	0.783702247544479	1.07269155786207	0.224759499009312	22
"WINTER"	"DAY"	14.995436767661	9.26892214385	15.44310774115	4.98875754012512	1.65025224464274	1.49664393130897	147.436463107117	20.4059323811789	21
